"pcc_factor_unit","moderator","moderator_class","estimate","se","tval","df","pval","ci.lb","ci.ub","beta","se.1","ci.lb.1","ci.ub.1","tval.1","pval.1","df.1","factor_sub_class","significance2"
"Plot size (continuous)","n_samples_num","intrcpt",0.117638606829688,0.0849425875730898,1.38491903991581,19,0.18212493857911,-0.0601482722044733,0.295425485863849,0.117638606829688,0.0849425875730898,-0.0601482722044733,0.295425485863849,1.38491903991581,0.18212493857911,19,"Physical capital","no_significant_positive"
"Plot size (continuous)","n_samples_num","",-2.89848684509225e-06,6.64334493339736e-06,-0.436299315202046,19,0.667536946101059,-1.68031675924245e-05,1.100619390224e-05,-2.89848684509225e-06,6.64334493339736e-06,-1.68031675924245e-05,1.100619390224e-05,-0.436299315202046,0.667536946101059,19,"Physical capital","no_significant_negative"
"Soil fertility (1= high)","n_samples_num","intrcpt",0.0130238199992699,0.0137411659044648,0.947795848606863,18,0.355785314338171,-0.0158452983080289,0.0418929383065687,0.0130238199992699,0.0137411659044648,-0.0158452983080289,0.0418929383065687,0.947795848606863,0.355785314338171,18,"Biophysical","no_significant_positive"
"Soil fertility (1= high)","n_samples_num","",-4.06657904929976e-07,1.01437981861259e-06,-0.400893134374635,18,0.693217562338425,-2.53779082302888e-06,1.72447501316893e-06,-4.06657904929976e-07,1.01437981861259e-06,-2.53779082302888e-06,1.72447501316893e-06,-0.400893134374635,0.693217562338425,18,"Biophysical","no_significant_negative"
"Relatives and friends (number)","n_samples_num","intrcpt",0.0281631641357081,0.00882388716506938,3.19169586020955,19,0.00480274891956734,0.00969455604583313,0.046631772225583,0.0281631641357081,0.00882388716506938,0.00969455604583313,0.046631772225583,3.19169586020955,0.00480274891956734,19,"Social capital","significant_positive"
"Relatives and friends (number)","n_samples_num","",-1.11154663003397e-06,5.04274202701187e-07,-2.20425043375187,19,0.0400364089857317,-2.16700466630512e-06,-5.60885937628116e-08,-1.11154663003397e-06,5.04274202701187e-07,-2.16700466630512e-06,-5.60885937628116e-08,-2.20425043375187,0.0400364089857317,19,"Social capital","significant_negative"
"Communicate with other farmers (1= yes)","n_samples_num","intrcpt",0.099466429014186,0.0196687383580901,5.05708232034485,14,0.000175013506355555,0.0572811808156161,0.141651677212756,0.099466429014186,0.0196687383580901,0.0572811808156161,0.141651677212756,5.05708232034485,0.000175013506355555,14,"Social capital","significant_positive"
"Communicate with other farmers (1= yes)","n_samples_num","",-3.26121044074894e-06,1.21997692619051e-06,-2.67317386971603,14,0.0181867058935282,-5.87780071160922e-06,-6.44620169888662e-07,-3.26121044074894e-06,1.21997692619051e-06,-5.87780071160922e-06,-6.44620169888662e-07,-2.67317386971603,0.0181867058935282,14,"Social capital","significant_negative"
"Use of DFS (1= yes)","n_samples_num","intrcpt",0.0722044100481985,0.0440126063881348,1.64053929029897,20,0.116526876841951,-0.0196042780963509,0.164013098192748,0.0722044100481985,0.0440126063881348,-0.0196042780963509,0.164013098192748,1.64053929029897,0.116526876841951,20,"Technical information","no_significant_positive"
"Use of DFS (1= yes)","n_samples_num","",-8.94520555854447e-06,3.69049654451124e-05,-0.242384878312605,20,0.810950189988926,-8.59276144996588e-05,6.80372033825698e-05,-8.94520555854447e-06,3.69049654451124e-05,-8.59276144996588e-05,6.80372033825698e-05,-0.242384878312605,0.810950189988926,20,"Technical information","no_significant_negative"
"Soil fertility (1= moderate)","n_samples_num","intrcpt",0.00156971414135045,0.0211998692328603,0.0740435765951494,19,0.941749701335505,-0.0428021221133369,0.0459415503960378,0.00156971414135045,0.0211998692328603,-0.0428021221133369,0.0459415503960378,0.0740435765951494,0.941749701335505,19,"Biophysical","no_significant_positive"
"Soil fertility (1= moderate)","n_samples_num","",1.78763917560379e-07,2.955535129921e-06,0.0604844502610117,19,0.952401487936435,-6.00724220301306e-06,6.36477003813382e-06,1.78763917560379e-07,2.955535129921e-06,-6.00724220301306e-06,6.36477003813382e-06,0.0604844502610117,0.952401487936435,19,"Biophysical","no_significant_positive"
"Receive support for conservation (1= yes)","n_samples_num","intrcpt",0.03389339816965,0.0456132716358376,0.743060012012392,20,0.466084738737662,-0.0612542191729161,0.129041015512216,0.03389339816965,0.0456132716358376,-0.0612542191729161,0.129041015512216,0.743060012012392,0.466084738737662,20,"Financial capital","no_significant_positive"
"Receive support for conservation (1= yes)","n_samples_num","",1.94504793787235e-05,3.62253341043596e-05,0.536930296424312,20,0.597238987725631,-5.61142434279641e-05,9.50152021854111e-05,1.94504793787235e-05,3.62253341043596e-05,-5.61142434279641e-05,9.50152021854111e-05,0.536930296424312,0.597238987725631,20,"Financial capital","no_significant_positive"
"Marital status (1= married)","n_samples_num","intrcpt",0.0118950864766122,0.0363030293361752,0.327660988466299,16,0.747416297824337,-0.0650638977909302,0.0888540707441546,0.0118950864766122,0.0363030293361752,-0.0650638977909302,0.0888540707441546,0.327660988466299,0.747416297824337,16,"Socio-demographic","no_significant_positive"
"Marital status (1= married)","n_samples_num","",-8.81729563549219e-06,4.4653335982305e-05,-0.19746107298649,16,0.84595347741778,-0.000103478139212288,8.58435479413032e-05,-8.81729563549219e-06,4.4653335982305e-05,-0.000103478139212288,8.58435479413032e-05,-0.19746107298649,0.84595347741778,16,"Socio-demographic","no_significant_negative"
"Non-farm income (continuous)","n_samples_num","intrcpt",0.270594853035379,0.108989169404569,2.48276828343307,19,0.0225437540159722,0.042477899801633,0.498711806269124,0.270594853035379,0.108989169404569,0.042477899801633,0.498711806269124,2.48276828343307,0.0225437540159722,19,"Financial capital","significant_positive"
"Non-farm income (continuous)","n_samples_num","",-0.000488760751527791,0.000337293970609059,-1.44906459681217,19,0.163624174287378,-0.00119472514541944,0.00021720364236386,-0.000488760751527791,0.000337293970609059,-0.00119472514541944,0.00021720364236386,-1.44906459681217,0.163624174287378,19,"Financial capital","no_significant_negative"
"Gender (1= male)","n_predictors_num","intrcpt",0.0391303568733556,0.0403111686221332,0.970707578342711,135,0.333429891287009,-0.0405927299971261,0.118853443743837,0.0391303568733556,0.0403111686221332,-0.0405927299971261,0.118853443743837,0.970707578342711,0.333429891287009,135,"Socio-demographic","no_significant_positive"
"Gender (1= male)","n_predictors_num","",-0.00199048594972945,0.00200179061517346,-0.994352723327643,135,0.321830109226526,-0.00594941179000799,0.0019684398905491,-0.00199048594972945,0.00200179061517346,-0.00594941179000799,0.0019684398905491,-0.994352723327643,0.321830109226526,135,"Socio-demographic","no_significant_negative"
"Age (continuous)","n_predictors_num","intrcpt",-0.0119667262789753,0.0364385750633202,-0.328408184408432,162,0.74302716098115,-0.0839225556730827,0.059989103115132,-0.0119667262789753,0.0364385750633202,-0.0839225556730827,0.059989103115132,-0.328408184408432,0.74302716098115,162,"Socio-demographic","no_significant_negative"
"Age (continuous)","n_predictors_num","",0.00103027348994934,0.00184858821205149,0.557329903562453,162,0.578071290820454,-0.00262016283406136,0.00468070981396004,0.00103027348994934,0.00184858821205149,-0.00262016283406136,0.00468070981396004,0.557329903562453,0.578071290820454,162,"Socio-demographic","no_significant_positive"
"Education (continuous)","n_predictors_num","intrcpt",0.165946731841656,0.0416148692625627,3.98767879804309,130,0.000110709336073921,0.0836166899173632,0.24827677376595,0.165946731841656,0.0416148692625627,0.0836166899173632,0.24827677376595,3.98767879804309,0.000110709336073921,130,"Socio-demographic","significant_positive"
"Education (continuous)","n_predictors_num","",-0.00669297771990875,0.00218617386689082,-3.06150293957521,130,0.00267657427462882,-0.0110180612610659,-0.00236789417875163,-0.00669297771990875,0.00218617386689082,-0.0110180612610659,-0.00236789417875163,-3.06150293957521,0.00267657427462882,130,"Socio-demographic","significant_negative"
"Access to non-farm income (1= yes)","n_predictors_num","intrcpt",-0.0589565454375981,0.0486965037994145,-1.21069359887613,59,0.230840535593593,-0.156398024469284,0.038484933594088,-0.0589565454375981,0.0486965037994145,-0.156398024469284,0.038484933594088,-1.21069359887613,0.230840535593593,59,"Financial capital","no_significant_negative"
"Access to non-farm income (1= yes)","n_predictors_num","",0.00357586000052262,0.00195714087076877,1.82708360646416,59,0.0727463816658107,-0.000340369836153345,0.00749208983719858,0.00357586000052262,0.00195714087076877,-0.000340369836153345,0.00749208983719858,1.82708360646416,0.0727463816658107,59,"Financial capital","no_significant_positive"
"Extension frequency (number of contacts)","n_predictors_num","intrcpt",0.369011701944427,0.147449504389502,2.50263100898358,21,0.0206604701856127,0.0623736712177848,0.67564973267107,0.369011701944427,0.147449504389502,0.0623736712177848,0.67564973267107,2.50263100898358,0.0206604701856127,21,"Technical information","significant_positive"
"Extension frequency (number of contacts)","n_predictors_num","",-0.0105265636545372,0.00903896712401514,-1.1645759421527,21,0.257250441330011,-0.0293241248276774,0.00827099751860305,-0.0105265636545372,0.00903896712401514,-0.0293241248276774,0.00827099751860305,-1.1645759421527,0.257250441330011,21,"Technical information","no_significant_negative"
"Access to irrigation (1= yes)","n_predictors_num","intrcpt",0.266043529486155,0.163106921972837,1.63109895195288,15,0.123682093634366,-0.081610645230502,0.613697704202812,0.266043529486155,0.163106921972837,-0.081610645230502,0.613697704202812,1.63109895195288,0.123682093634366,15,"Physical capital","no_significant_positive"
"Access to irrigation (1= yes)","n_predictors_num","",-0.0160569586957513,0.00784455879024625,-2.04689124335663,15,0.0586068850365697,-0.0327772399643386,0.000663322572835974,-0.0160569586957513,0.00784455879024625,-0.0327772399643386,0.000663322572835974,-2.04689124335663,0.0586068850365697,15,"Physical capital","no_significant_negative"
"Household is native (1= yes)","n_predictors_num","intrcpt",-0.083897735634079,0.167130262660977,-0.501990090234376,13,0.624068852292774,-0.444960716633248,0.27716524536509,-0.083897735634079,0.167130262660977,-0.444960716633248,0.27716524536509,-0.501990090234376,0.624068852292774,13,"Socio-demographic","no_significant_negative"
"Household is native (1= yes)","n_predictors_num","",0.00647874282293228,0.0113731680377814,0.569651551916763,13,0.578625346621658,-0.018091492930575,0.0310489785764396,0.00647874282293228,0.0113731680377814,-0.018091492930575,0.0310489785764396,0.569651551916763,0.578625346621658,13,"Socio-demographic","no_significant_positive"
"Land tenure (1= owned)","n_predictors_num","intrcpt",0.26695651454346,0.0898087432180349,2.97250028201988,61,0.00422378043838746,0.0873728334659228,0.446540195620997,0.26695651454346,0.0898087432180349,0.0873728334659228,0.446540195620997,2.97250028201988,0.00422378043838746,61,"Physical capital","significant_positive"
"Land tenure (1= owned)","n_predictors_num","",-0.00863655008463875,0.00402824636848265,-2.14399748541,61,0.0360273309856796,-0.0166915265292269,-0.000581573640050626,-0.00863655008463875,0.00402824636848265,-0.0166915265292269,-0.000581573640050626,-2.14399748541,0.0360273309856796,61,"Physical capital","significant_negative"
"Farming experience (continuous)","n_predictors_num","intrcpt",0.118577062375152,0.0696950177186002,1.70137071854859,65,0.093652789036971,-0.0206134995367173,0.25776762428702,0.118577062375152,0.0696950177186002,-0.0206134995367173,0.25776762428702,1.70137071854859,0.093652789036971,65,"Technical information","no_significant_positive"
"Farming experience (continuous)","n_predictors_num","",-0.00202514049298479,0.00402052617130949,-0.503700363259965,65,0.616174867983514,-0.0100546857213891,0.00600440473541957,-0.00202514049298479,0.00402052617130949,-0.0100546857213891,0.00600440473541957,-0.503700363259965,0.616174867983514,65,"Technical information","no_significant_negative"
"Access to credit (1= yes)","n_predictors_num","intrcpt",-0.0397256177839974,0.0736875531588265,-0.539108927913139,68,0.59157246872502,-0.186766840745521,0.107315605177526,-0.0397256177839974,0.0736875531588265,-0.186766840745521,0.107315605177526,-0.539108927913139,0.59157246872502,68,"Financial capital","no_significant_negative"
"Access to credit (1= yes)","n_predictors_num","",0.00190749887469931,0.00403220441898893,0.473066014638615,68,0.637681131860896,-0.00613863976856723,0.00995363751796583,0.00190749887469931,0.00403220441898893,-0.00613863976856723,0.00995363751796583,0.473066014638615,0.637681131860896,68,"Financial capital","no_significant_positive"
"Access to training (1= yes)","n_predictors_num","intrcpt",0.142837218707524,0.0519617271686851,2.7488928195906,32,0.00974756995719783,0.036994644053853,0.248679793361196,0.142837218707524,0.0519617271686851,0.036994644053853,0.248679793361196,2.7488928195906,0.00974756995719783,32,"Technical information","significant_positive"
"Access to training (1= yes)","n_predictors_num","",-0.00410180168988227,0.00254809671995178,-1.6097511753635,32,0.117274436124148,-0.00929210486111337,0.00108850148134883,-0.00410180168988227,0.00254809671995178,-0.00929210486111337,0.00108850148134883,-1.6097511753635,0.117274436124148,32,"Technical information","no_significant_negative"
"Livestock owned (1= yes)","n_predictors_num","intrcpt",0.0626722533182482,0.161586199236775,0.38785647298018,25,0.701405092912333,-0.270120753602765,0.395465260239262,0.0626722533182482,0.161586199236775,-0.270120753602765,0.395465260239262,0.38785647298018,0.701405092912333,25,"Physical capital","no_significant_positive"
"Livestock owned (1= yes)","n_predictors_num","",-0.00269790322791746,0.00821096578818172,-0.328573190720224,25,0.745214745772855,-0.0196087038240161,0.0142128973681812,-0.00269790322791746,0.00821096578818172,-0.0196087038240161,0.0142128973681812,-0.328573190720224,0.745214745772855,25,"Physical capital","no_significant_negative"
"Plot size (continuous)","n_predictors_num","intrcpt",-0.401381631620412,0.204980952472847,-1.95814111886118,19,0.0650614902718183,-0.830411695841608,0.0276484326007836,-0.401381631620412,0.204980952472847,-0.830411695841608,0.0276484326007836,-1.95814111886118,0.0650614902718183,19,"Physical capital","no_significant_negative"
"Plot size (continuous)","n_predictors_num","",0.0207325402521031,0.00809642637434519,2.56070262280126,19,0.0191197231942887,0.00378652509585271,0.0376785554083534,0.0207325402521031,0.00809642637434519,0.00378652509585271,0.0376785554083534,2.56070262280126,0.0191197231942887,19,"Physical capital","significant_positive"
