"article_id","model_id","main_crop","country","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_variance_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","factor_metric","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_intervention_recla2","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","m_sampling_unit","m_type_data","m_av_year_assessment","factor_sub_class.x","x_metric_recla2","pcc_unit","logor_unit","n_articles","pcc","logor","pcc_factor_unit","ES_ID","yi","vi","factor_sub_class.y","AIC.three_level","AIC.within","AIC.between","LRT.pval.within","LRT.pval.between","best_model"
1685,1,"pasture","Brazil","Rotational grazing",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Neighborhood organization (0 = no, 1 = yes)","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"binomial logistic regression model","logit","OR",0.87,0.87,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",17,17,298,298,"no limitation","hh association member (1= yes, 0= no)","OR_P","logit_OR_P",-1.03643338949379,-0.139262067333508,0.134366635372029,"Latin America and the Caribbean","South America","Developing regions","Rotational grazing",0,0,"nd",0,1,1996,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1610,-0.0618202715714334,0.00353156979995723,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1685,1,"pasture","Brazil","Rotational grazing",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Number of adults (ages 15—64)","h adult members","number of people","number of people","continuous","none",NA,"binomial logistic regression model","logit","OR",1.35,1.35,"P","0.01",0.01,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",17,17,298,298,"no limitation","h adult members (number of people)","OR_P","logit_OR_P",2.5758293035489,0.300104592450338,0.116507950288811,"Latin America and the Caribbean","South America","Developing regions","Rotational grazing",0,0,"nd",0,1,1996,"Social capital","Adults in household","continuous","number of people",15,1,"1","Adults in household (continuous)",1611,0.152143200602167,0.00339587438524415,"Social capital",1.054,167.3487,7.8341,"LRT = 168.2946, p < 0.0001","LRT = 8.7801, p = 0.003","Three-level"
1824,1,"orchard","Spain","cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Pacadvice. Advice received about the Common Agricultural Policy","access to agricultural information","1 = yes, 0 = no or not sure","1= yes, 0= no","categorical (binary)","none",NA,"binomial logit model","logit","B",-0.084,-0.084,"SE","0.57999999999999996",0.58,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",10,10,128,128,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","logit_B_SE",-0.144827586206897,-0.084,0.58,"Europe","Southern Europe","Developed regions","Cover crops",1,0,"2.97",1,1,2013,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",1618,-0.0133881150662265,0.00847153854980938,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
1824,2,"orchard","Spain","crop rotation",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Pacadvice. Advice received about the Common Agricultural Policy","access to agricultural information","1 = yes, 0 = no or not sure","1= yes, 0= no","categorical (binary)","none",NA,"binomial logit model","logit","B",1.597,1.597,"SE","0.51300000000000001",0.513,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",10,10,128,128,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","logit_B_SE",3.1130604288499,1.597,0.513,"Europe","Southern Europe","Developed regions","Crop rotation",1,0,"2.97",1,1,2013,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",1623,0.276575954598109,0.0072276513074959,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
1824,2,"orchard","Spain","crop rotation",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Awareness2. Environmental concern for the adoption of mitigation practices","awareness of SFP or DFS","1 = yes, 0 = no or not sure","1= yes, 0= no","categorical (binary)","none",NA,"binomial logit model","logit","B",1.122,1.122,"SE","0.46500000000000002",0.465,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",10,10,128,128,"no limitation","awareness of SFP or DFS (1= yes, 0= no)","B_SE","logit_B_SE",2.41290322580645,1.122,0.465,"Europe","Southern Europe","Developed regions","Crop rotation",1,0,"2.97",1,1,2013,"Technical information","Awareness of practice","1= yes","1= yes",9,1,"1","Awareness of practice (1= yes)",1624,0.217721662165514,0.00769018282811422,"Technical information",0.0837,7.965,9.237,"LRT = 9.8813, p = 0.0017","LRT = 11.1533, p = 8e-04","Three-level"
1824,3,"orchard","Spain","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Pacadvice. Advice received about the Common Agricultural Policy","access to agricultural information","1 = yes, 0 = no or not sure","1= yes, 0= no","categorical (binary)","none",NA,"binomial logit model","logit","B",-0.164,-0.164,"SE","0.49",0.49,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",10,10,128,128,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","logit_B_SE",-0.33469387755102,-0.164,0.49,"Europe","Southern Europe","Developed regions","Intercropping",1,0,"2.97",1,1,2013,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",1629,-0.0309276578438314,0.00845837182111134,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
1839,1,"nd","Bulgaria","embedded seminatural infrastructures",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","clarity. clarity about the conditions and requirements for implementing the measure","awareness of SFP or DFS","1= clarity, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"binary logit model","logit","B",7.52,7.52,"SE","0.76",0.76,"na",NA,"na",NA,"nd",NA,"8.0000000000000002E-3",0.008,"nd",4,4,77,77,"no limitation","awareness of SFP or DFS (1= yes, 0= no)","B_SE","logit_B_SE",9.89473684210526,7.52,0.76,"Europe","Eastern Europe","Developed regions","Embedded seminatural habitats",1,0,"nd",1,1,2016,"Technical information","Awareness of practice","1= yes","1= yes",9,1,"1","Awareness of practice (1= yes)",1632,0.759101979864428,0.00245994635317529,"Technical information",0.0837,7.965,9.237,"LRT = 9.8813, p = 0.0017","LRT = 11.1533, p = 8e-04","Three-level"
1839,2,"nd","Bulgaria","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","clarity. clarity about the conditions and requirements for implementing the measure","awareness of SFP or DFS","1= clarity, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"binary logit model","logit","B",23.41,23.41,"SE","0.72",0.72,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",2,2,77,77,"no limitation","awareness of SFP or DFS (1= yes, 0= no)","B_SE","logit_B_SE",32.5138888888889,23.41,0.72,"Europe","Eastern Europe","Developed regions","Crop rotation",1,0,"nd",1,1,2016,"Technical information","Awareness of practice","1= yes","1= yes",9,1,"1","Awareness of practice (1= yes)",1634,0.966736791568232,5.70636431651116e-05,"Technical information",0.0837,7.965,9.237,"LRT = 9.8813, p = 0.0017","LRT = 11.1533, p = 8e-04","Three-level"
1849,1,"nd","Seychelles","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Household size","h size","number of people","number of people","continuous","none",NA,"multivariate probit model","probit","B",0.025,0.025,"SE","7.0000000000000007E-2",0.07,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",14,14,249,249,"no limitation","h size (number of people)","B_SE","probit_B_SE",0.357142857142857,0.04,0.112,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"0.82701199999999997",1,1,2023,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1639,0.0233407983957473,0.00425068387685008,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1849,1,"nd","Seychelles","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","Land size","farm size","meters square","ha","continuous","1E-4",1e-04,"multivariate probit model","probit","B",0.001,0.001,"SE","1E-3",0.001,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",14,14,249,249,"no limitation","farm size (ha)","B_SE","probit_B_SE",1,1.6e-07,1.6e-07,"Africa","Eastern Africa","Developing regions","Agroforestry",1,1,"0.82701199999999997",1,1,2023,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1641,0.0652328073053442,0.00421918072103484,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1858,2,"nd","USA","cover crops",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","ws.partic. respondents’ participation in local watershed management groups","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"Multinomial logistic regression model","logit","B",0.15,0.15,"SE","0.09",0.09,"na",NA,"na",NA,"nd",NA,"0.122",0.122,"nd",21,21,4784,4784,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",1.66666666666667,0.15,0.09,"Northern America","Northern America","Developed regions","Cover crops",1,0,"198.202887",1,0,2017,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1645,0.0241450119300172,0.000209706986492829,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1865,1,"nd","Nigeria","agroforestry","alley cropping",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","FAMSZ","farm size","ha","ha","continuous","none",NA,"logit model","logit","B",-3.1536,-3.1536,"SE","1.4903",1.4903,"na",NA,"na",NA,"-2.1160000000000001",-2.116,"0.05",0.05,"nd",14,14,480,480,"no limitation","farm size (ha)","B_SE","logit_B_SE",-2.11608400993089,-3.1536,1.4903,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"0.7036",1,1,2004,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1652,-0.0976619451050471,0.00210518296061062,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1865,1,"nd","Nigeria","agroforestry","alley cropping",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","FMSZ","h size","number of people","number of people","continuous","none",NA,"logit model","logit","B",1.1746,1.1746,"SE","0.39639999999999997",0.3964,"na",NA,"na",NA,"2.3959999999999999",2.396,"0.05",0.05,"nd",14,14,480,480,"no limitation","h size (number of people)","B_SE","logit_B_SE",2.96316851664985,1.1746,0.3964,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"0.7036",1,1,2004,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1654,0.136134380818351,0.0020671208516221,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1865,1,"nd","Nigeria","agroforestry","alley cropping",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","MEMB","hh association member","1, if the household head is a member of the community/farmers’ association, 0 otherwise.","1= yes, 0= no","categorical (binary)","none",NA,"logit model","logit","B",0.236,0.236,"SE","8.8200000000000001E-2",0.0882,"na",NA,"na",NA,"2.6760000000000002",2.676,"0.05",0.05,"nd",14,14,480,480,"no limitation","hh association member (1= yes, 0= no)","B_SE","logit_B_SE",2.67573696145125,0.236,0.0882,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"0.7036",1,1,2004,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1657,0.123139963437656,0.00208133697219551,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1865,1,"nd","Nigeria","agroforestry","alley cropping",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","EXT","access to agricultural extension","1, if household head benefits from agro forestry extension agents’ contact; 0 otherwise.","1= yes, 0= no","categorical (binary)","none",NA,"logit model","logit","B",0.31,0.31,"SE","0.1072",0.1072,"na",NA,"na",NA,"2.8929",2.8929,"0.05",0.05,"nd",14,14,480,480,"no limitation","access to agricultural extension (1= yes, 0= no)","B_SE","logit_B_SE",2.89179104477612,0.31,0.1072,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"0.7036",1,1,2004,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",1658,0.132913778363142,0.00207077241450492,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
1879,1,"nd","Ethiopia","crop rotation and intercropping",NA,NA,NA,"control soil erosion","diversity adoption (1=yes, 0=no)","Total farm Size","farm size","ha","ha","continuous","none",NA,"binary logistic regression model","logit","OR",1.642329,1.642329,"SE","0.5977886",0.5977886,"na",NA,"na",NA,"nd",NA,"0.17299999999999999",0.173,"nd",14,14,250,250,"no limitation","farm size (ha)","OR_SE","logit_OR_SE",1.36299795129614,0.496115356367808,2.74734078234346,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"nd",1,1,2020,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1663,0.0885628106652253,0.00417107955766774,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1879,1,"nd","Ethiopia","crop rotation and intercropping",NA,NA,NA,"control soil erosion","diversity adoption (1=yes, 0=no)","Extension Service(+)","access to agricultural extension","1= yes, 0= otherwise","1= yes, 0= no","categorical (binary)","none",NA,"binary logistic regression model","logit","OR",55.08889,55.08889,"SE","49.172069999999998",49.17207,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",14,14,250,250,"no limitation","access to agricultural extension (1= yes, 0= no)","OR_SE","logit_OR_SE",4.49134028376588,4.00894806243429,1.1203288777552,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"nd",1,1,2020,"Technical information","Access to extension","1= yes","1= yes",53,1,"1","Access to extension (1= yes)",1666,0.281163754849325,0.00359382742265076,"Technical information",-67.7807,-50.9383,-39.2178,"LRT = 18.8424, p < 0.0001","LRT = 30.5629, p = 0","Three-level"
1879,1,"nd","Ethiopia","crop rotation and intercropping",NA,NA,NA,"control soil erosion","diversity adoption (1=yes, 0=no)","Market distance","distance to market","minutes on foot","minutes","continuous","none",NA,"binary logistic regression model","logit","OR",1.002686,1.002686,"SE","4.8475000000000002E-3",0.0048475,"na",NA,"na",NA,"nd",NA,"0.57899999999999996",0.579,"nd",14,14,250,250,"no limitation","distance to market (minutes)","OR_SE","logit_OR_SE",0.554843542567587,0.00268239914848355,206.846003094379,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"nd",1,1,2020,"Accessibility","Distance market","continuous","minutes",6,1,"2","Distance market (continuous)",1667,0.036170317988208,0.00422620816873292,"Accessibility",3.1385,318.8201,6.8742,"LRT = 317.6816, p < 0.0001","LRT = 5.7357, p = 0.0166","Three-level"
1879,1,"nd","Ethiopia","crop rotation and intercropping",NA,NA,NA,"control soil erosion","diversity adoption (1=yes, 0=no)","Household Size","h size","number of people","number of people","continuous","none",NA,"binary logistic regression model","logit","OR",1.258657,1.258657,"SE","0.1255656",0.1255656,"na",NA,"na",NA,"nd",NA,"2.1000000000000001E-2",0.021,"nd",14,14,250,250,"no limitation","h size (number of people)","OR_SE","logit_OR_SE",2.30595084450497,0.230045279500907,10.0238998579229,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"nd",1,1,2020,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1669,0.14875015554517,0.00405184902231544,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
1879,1,"nd","Ethiopia","crop rotation and intercropping",NA,NA,NA,"control soil erosion","diversity adoption (1=yes, 0=no)","Cooperating group Membership(*)","hh association member","1= yes, 0= no","1= yes, 0= no","continuous","none",NA,"binary logistic regression model","logit","OR",48.27541,48.27541,"SE","26.948650000000001",26.94865,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",14,14,250,250,"no limitation","hh association member (1= yes, 0= no)","OR_SE","logit_OR_SE",6.94506086940522,3.87692232128732,1.79138509721266,"Africa","Eastern Africa","Developing regions","Combined systems",1,1,"nd",1,1,2020,"Social capital","Association member","1= yes","1= yes",57,1,"1","Association member (1= yes)",1673,0.412670536737561,0.00291697930022373,"Social capital",-25.3603,314.736,-8.0675,"LRT = 342.0963, p < 0.0001","LRT = 19.2928, p = 0","Three-level"
1881,1,"Rubber","India","agroforestry",NA,NA,"exotic trees",NA,"diversity adoption (1=yes, 0=no)","X4 = Holding size (ha)","farm size","ha","ha","continuous","none",NA,"regression multivariate model","other","B",0.312,0.312,"T","9.0259999999999998",9.026,"na",NA,"na",NA,"9.0259999999999998",9.026,"0.01",0.01,"nd",5,5,436,436,"no limitation","farm size (ha)","B_T","other_B_T",9.026,NA,NA,"Asia","Southern Asia","Developing regions","Agroforestry",1,1,"0.91",1,1,2000,"Physical capital","Farm size","continuous","ha",83,1,"1","Farm size (continuous)",1676,0.399103750088879,0.00163991583140337,"Physical capital",-81.0907,137.5399,-72.3685,"LRT = 220.6305, p < 0.0001","LRT = 10.7222, p = 0.0011","Three-level"
1894,1,"nd","Burundi","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","access to climate information","access to agricultural information","1= access to climate information, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"binary logistic model","logit","B",1.0001,9.99950003332973e-05,"SE","na",0.460145939118167,"0.34200000000000003",0.342,"2.464",2.464,"nd",NA,"nd",NA,"nd",12,12,200,200,"no limitation","access to agricultural information (1= yes, 0= no)","B_SE","logit_B_SE",0.000217311491491004,9.99950003332973e-05,0.460145939118167,"Africa","Eastern Africa","Developing regions","Intercropping",1,0,"nd",1,1,2021,"Technical information","Access to information","1= yes","1= yes",20,1,"1","Access to information (1= yes)",1683,1.58913901153243e-05,0.00531914893348366,"Technical information",-12.918,97.5666,0.0673,"LRT = 112.4846, p < 0.0001","LRT = 14.9853, p = 1e-04","Three-level"
1894,1,"nd","Burundi","intercropping",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","household size","h size","number of people","number of people","continuous","none",NA,"binary logistic model","logit","B",0.793,-0.231932057347289,"SE","na",1.11006811841697,"5.3999999999999999E-2",0.054,"11.108000000000001",11.108,"nd",NA,"nd",NA,"nd",12,12,200,200,"no limitation","h size (number of people)","B_SE","logit_B_SE",-0.208934977502137,-0.231932057347289,1.11006811841697,"Africa","Eastern Africa","Developing regions","Intercropping",1,0,"nd",1,1,2021,"Socio-demographic","Household size","continuous","number of people",63,1,"1","Household size (continuous)",1684,-0.0152770556921527,0.0053166663702602,"Socio-demographic",-128.3748,-111.5452,-41.2364,"LRT = 18.8296, p < 0.0001","LRT = 89.1384, p = 0","Three-level"
