"moderator","factor_sub_class","pcc_factor_unit","moderator_class","beta","ci.lb","ci.ub","tval","df","pval","f_test","significance2","significance"
"n_samples_num","Technical information","Extension frequency (number of contacts)","",-1e-04,-3e-04,2e-04,-0.465,21,0.6467,"QM (1, 21) = 0.2162, p =0.6467","no_significant_negative","0.6467"
"n_samples_num","Physical capital","Access to irrigation (1= yes)","intrcpt",0.1186,0,0.2371,2.1318,15,0.05,"QM (1, 15) = 22.7478, p =2e-04","significant_positive","0.05*"
"n_samples_num","Physical capital","Access to irrigation (1= yes)","",-1e-04,-2e-04,-1e-04,-4.7695,15,2e-04,"QM (1, 15) = 22.7478, p =2e-04","significant_negative","2e-04***"
"n_samples_num","Socio-demographic","Household is native (1= yes)","intrcpt",0.0288,-0.132,0.1896,0.3869,13,0.7051,"QM (1, 13) = 0.0991, p =0.7579","no_significant_positive","0.7051"
"n_samples_num","Socio-demographic","Household is native (1= yes)","",-1e-04,-4e-04,3e-04,-0.3148,13,0.7579,"QM (1, 13) = 0.0991, p =0.7579","no_significant_negative","0.7579"
"n_samples_num","Physical capital","Land tenure (1= owned)","intrcpt",0.0967,0.0176,0.1758,2.4441,61,0.0174,"QM (1, 61) = 0.2068, p =0.6509","significant_positive","0.0174*"
"n_samples_num","Physical capital","Land tenure (1= owned)","",0,0,0,-0.4547,61,0.6509,"QM (1, 61) = 0.2068, p =0.6509","no_significant_negative","0.6509"
"n_samples_num","Technical information","Farming experience (continuous)","intrcpt",0.1314,0.0393,0.2234,2.8506,65,0.0058,"QM (1, 65) = 1.5745, p =0.214","significant_positive","0.0058**"
"n_samples_num","Technical information","Farming experience (continuous)","",-1e-04,-2e-04,1e-04,-1.2548,65,0.214,"QM (1, 65) = 1.5745, p =0.214","no_significant_negative","0.214"
"n_samples_num","Financial capital","Access to credit (1= yes)","intrcpt",-0.0365,-0.1067,0.0337,-1.0375,68,0.3032,"QM (1, 68) = 2.1306, p =0.149","no_significant_negative","0.3032"
"n_samples_num","Financial capital","Access to credit (1= yes)","",0,0,1e-04,1.4596,68,0.149,"QM (1, 68) = 2.1306, p =0.149","no_significant_positive","0.149"
"n_samples_num","Technical information","Access to training (1= yes)","intrcpt",0.0845,0.0322,0.1368,3.2932,32,0.0024,"QM (1, 32) = 1.3468, p =0.2544","significant_positive","0.0024**"
"n_samples_num","Technical information","Access to training (1= yes)","",0,-1e-04,0,-1.1605,32,0.2544,"QM (1, 32) = 1.3468, p =0.2544","no_significant_negative","0.2544"
"n_samples_num","Physical capital","Livestock owned (1= yes)","intrcpt",0.0243,-0.117,0.1657,0.3548,25,0.7257,"QM (1, 25) = 0.0725, p =0.79","no_significant_positive","0.7257"
"n_samples_num","Physical capital","Livestock owned (1= yes)","",0,-2e-04,1e-04,-0.2692,25,0.79,"QM (1, 25) = 0.0725, p =0.79","no_significant_negative","0.79"
"n_samples_num","Physical capital","Plot size (continuous)","intrcpt",0.1176,-0.0601,0.2954,1.3849,19,0.1821,"QM (1, 19) = 0.1904, p =0.6675","no_significant_positive","0.1821"
"n_samples_num","Physical capital","Plot size (continuous)","",0,0,0,-0.4363,19,0.6675,"QM (1, 19) = 0.1904, p =0.6675","no_significant_negative","0.6675"
"n_samples_num","Biophysical","Soil fertility (1= high)","intrcpt",0.013,-0.0158,0.0419,0.9478,18,0.3558,"QM (1, 18) = 0.1607, p =0.6932","no_significant_positive","0.3558"
"n_samples_num","Biophysical","Soil fertility (1= high)","",0,0,0,-0.4009,18,0.6932,"QM (1, 18) = 0.1607, p =0.6932","no_significant_negative","0.6932"
"n_samples_num","Social capital","Relatives and friends (number)","intrcpt",0.0282,0.0097,0.0466,3.1917,19,0.0048,"QM (1, 19) = 4.8587, p =0.04","significant_positive","0.0048**"
"n_samples_num","Social capital","Relatives and friends (number)","",0,0,0,-2.2043,19,0.04,"QM (1, 19) = 4.8587, p =0.04","significant_negative","0.04*"
"n_samples_num","Social capital","Communicate with other farmers (1= yes)","intrcpt",0.0995,0.0573,0.1417,5.0571,14,2e-04,"QM (1, 14) = 7.1459, p =0.0182","significant_positive","2e-04***"
"n_samples_num","Social capital","Communicate with other farmers (1= yes)","",0,0,0,-2.6732,14,0.0182,"QM (1, 14) = 7.1459, p =0.0182","significant_negative","0.0182*"
"n_samples_num","Technical information","Use of DFS (1= yes)","intrcpt",0.0722,-0.0196,0.164,1.6405,20,0.1165,"QM (1, 20) = 0.0588, p =0.811","no_significant_positive","0.1165"
"n_samples_num","Technical information","Use of DFS (1= yes)","",0,-1e-04,1e-04,-0.2424,20,0.811,"QM (1, 20) = 0.0588, p =0.811","no_significant_negative","0.811"
"n_samples_num","Biophysical","Soil fertility (1= moderate)","intrcpt",0.0016,-0.0428,0.0459,0.074,19,0.9417,"QM (1, 19) = 0.0037, p =0.9524","no_significant_positive","0.9417"
"n_samples_num","Biophysical","Soil fertility (1= moderate)","",0,0,0,0.0605,19,0.9524,"QM (1, 19) = 0.0037, p =0.9524","no_significant_positive","0.9524"
"n_samples_num","Financial capital","Receive support for conservation (1= yes)","intrcpt",0.0339,-0.0613,0.129,0.7431,20,0.4661,"QM (1, 20) = 0.2883, p =0.5972","no_significant_positive","0.4661"
"n_samples_num","Financial capital","Receive support for conservation (1= yes)","",0,-1e-04,1e-04,0.5369,20,0.5972,"QM (1, 20) = 0.2883, p =0.5972","no_significant_positive","0.5972"
"n_samples_num","Socio-demographic","Marital status (1= married)","intrcpt",0.0119,-0.0651,0.0889,0.3277,16,0.7474,"QM (1, 16) = 0.039, p =0.846","no_significant_positive","0.7474"
"n_samples_num","Socio-demographic","Marital status (1= married)","",0,-1e-04,1e-04,-0.1975,16,0.846,"QM (1, 16) = 0.039, p =0.846","no_significant_negative","0.846"
"n_samples_num","Financial capital","Non-farm income (continuous)","intrcpt",0.2706,0.0425,0.4987,2.4828,19,0.0225,"QM (1, 19) = 2.0998, p =0.1636","significant_positive","0.0225*"
"n_samples_num","Financial capital","Non-farm income (continuous)","",-5e-04,-0.0012,2e-04,-1.4491,19,0.1636,"QM (1, 19) = 2.0998, p =0.1636","no_significant_negative","0.1636"
"n_predictors_num","Socio-demographic","Gender (1= male)","intrcpt",0.0391,-0.0406,0.1189,0.9707,135,0.3334,"QM (1, 135) = 0.9887, p =0.3218","no_significant_positive","0.3334"
"n_predictors_num","Socio-demographic","Gender (1= male)","",-0.002,-0.0059,0.002,-0.9944,135,0.3218,"QM (1, 135) = 0.9887, p =0.3218","no_significant_negative","0.3218"
"n_predictors_num","Socio-demographic","Age (continuous)","intrcpt",-0.012,-0.0839,0.06,-0.3284,162,0.743,"QM (1, 162) = 0.3106, p =0.5781","no_significant_negative","0.743"
"n_predictors_num","Socio-demographic","Age (continuous)","",0.001,-0.0026,0.0047,0.5573,162,0.5781,"QM (1, 162) = 0.3106, p =0.5781","no_significant_positive","0.5781"
"n_predictors_num","Socio-demographic","Education (continuous)","intrcpt",0.1659,0.0836,0.2483,3.9877,130,1e-04,"QM (1, 130) = 9.3728, p =0.0027","significant_positive","1e-04***"
"n_predictors_num","Socio-demographic","Education (continuous)","",-0.0067,-0.011,-0.0024,-3.0615,130,0.0027,"QM (1, 130) = 9.3728, p =0.0027","significant_negative","0.0027**"
"n_predictors_num","Financial capital","Access to non-farm income (1= yes)","intrcpt",-0.059,-0.1564,0.0385,-1.2107,59,0.2308,"QM (1, 59) = 3.3382, p =0.0727","no_significant_negative","0.2308"
"n_predictors_num","Financial capital","Access to non-farm income (1= yes)","",0.0036,-3e-04,0.0075,1.8271,59,0.0727,"QM (1, 59) = 3.3382, p =0.0727","no_significant_positive","0.0727"
"n_predictors_num","Technical information","Extension frequency (number of contacts)","intrcpt",0.369,0.0624,0.6756,2.5026,21,0.0207,"QM (1, 21) = 1.3562, p =0.2573","significant_positive","0.0207*"
"n_predictors_num","Technical information","Extension frequency (number of contacts)","",-0.0105,-0.0293,0.0083,-1.1646,21,0.2573,"QM (1, 21) = 1.3562, p =0.2573","no_significant_negative","0.2573"
"n_predictors_num","Physical capital","Access to irrigation (1= yes)","intrcpt",0.266,-0.0816,0.6137,1.6311,15,0.1237,"QM (1, 15) = 4.1898, p =0.0586","no_significant_positive","0.1237"
"n_predictors_num","Physical capital","Access to irrigation (1= yes)","",-0.0161,-0.0328,7e-04,-2.0469,15,0.0586,"QM (1, 15) = 4.1898, p =0.0586","no_significant_negative","0.0586"
"n_predictors_num","Socio-demographic","Household is native (1= yes)","intrcpt",-0.0839,-0.445,0.2772,-0.502,13,0.6241,"QM (1, 13) = 0.3245, p =0.5786","no_significant_negative","0.6241"
"n_predictors_num","Socio-demographic","Household is native (1= yes)","",0.0065,-0.0181,0.031,0.5697,13,0.5786,"QM (1, 13) = 0.3245, p =0.5786","no_significant_positive","0.5786"
"n_predictors_num","Physical capital","Land tenure (1= owned)","intrcpt",0.267,0.0874,0.4465,2.9725,61,0.0042,"QM (1, 61) = 4.5967, p =0.036","significant_positive","0.0042**"
"n_predictors_num","Physical capital","Land tenure (1= owned)","",-0.0086,-0.0167,-6e-04,-2.144,61,0.036,"QM (1, 61) = 4.5967, p =0.036","significant_negative","0.036*"
"n_predictors_num","Technical information","Farming experience (continuous)","intrcpt",0.1186,-0.0206,0.2578,1.7014,65,0.0937,"QM (1, 65) = 0.2537, p =0.6162","no_significant_positive","0.0937"
"n_predictors_num","Technical information","Farming experience (continuous)","",-0.002,-0.0101,0.006,-0.5037,65,0.6162,"QM (1, 65) = 0.2537, p =0.6162","no_significant_negative","0.6162"
"n_predictors_num","Financial capital","Access to credit (1= yes)","intrcpt",-0.0397,-0.1868,0.1073,-0.5391,68,0.5916,"QM (1, 68) = 0.2238, p =0.6377","no_significant_negative","0.5916"
"n_predictors_num","Financial capital","Access to credit (1= yes)","",0.0019,-0.0061,0.01,0.4731,68,0.6377,"QM (1, 68) = 0.2238, p =0.6377","no_significant_positive","0.6377"
"n_predictors_num","Technical information","Access to training (1= yes)","intrcpt",0.1428,0.037,0.2487,2.7489,32,0.0097,"QM (1, 32) = 2.5913, p =0.1173","significant_positive","0.0097**"
"n_predictors_num","Technical information","Access to training (1= yes)","",-0.0041,-0.0093,0.0011,-1.6098,32,0.1173,"QM (1, 32) = 2.5913, p =0.1173","no_significant_negative","0.1173"
"n_predictors_num","Physical capital","Livestock owned (1= yes)","intrcpt",0.0627,-0.2701,0.3955,0.3879,25,0.7014,"QM (1, 25) = 0.108, p =0.7452","no_significant_positive","0.7014"
"n_predictors_num","Physical capital","Livestock owned (1= yes)","",-0.0027,-0.0196,0.0142,-0.3286,25,0.7452,"QM (1, 25) = 0.108, p =0.7452","no_significant_negative","0.7452"
"n_predictors_num","Physical capital","Plot size (continuous)","intrcpt",-0.4014,-0.8304,0.0276,-1.9581,19,0.0651,"QM (1, 19) = 6.5572, p =0.0191","no_significant_negative","0.0651"
"n_predictors_num","Physical capital","Plot size (continuous)","",0.0207,0.0038,0.0377,2.5607,19,0.0191,"QM (1, 19) = 6.5572, p =0.0191","significant_positive","0.0191*"
"n_predictors_num","Biophysical","Soil fertility (1= high)","intrcpt",-0.121,-0.3202,0.0783,-1.2752,18,0.2184,"QM (1, 18) = 1.9143, p =0.1834","no_significant_negative","0.2184"
"n_predictors_num","Biophysical","Soil fertility (1= high)","",0.0051,-0.0026,0.0128,1.3836,18,0.1834,"QM (1, 18) = 1.9143, p =0.1834","no_significant_positive","0.1834"
"n_predictors_num","Social capital","Relatives and friends (number)","intrcpt",0.0422,-0.059,0.1435,0.8726,19,0.3938,"QM (1, 19) = 0.2816, p =0.6018","no_significant_positive","0.3938"
"n_predictors_num","Social capital","Relatives and friends (number)","",-0.001,-0.0048,0.0029,-0.5307,19,0.6018,"QM (1, 19) = 0.2816, p =0.6018","no_significant_negative","0.6018"
"n_predictors_num","Social capital","Communicate with other farmers (1= yes)","intrcpt",0.1428,0.0132,0.2724,2.3627,14,0.0332,"QM (1, 14) = 1.5986, p =0.2267","significant_positive","0.0332*"
"n_predictors_num","Social capital","Communicate with other farmers (1= yes)","",-0.0037,-0.0099,0.0026,-1.2644,14,0.2267,"QM (1, 14) = 1.5986, p =0.2267","no_significant_negative","0.2267"
"n_predictors_num","Technical information","Use of DFS (1= yes)","intrcpt",0.1593,-0.0212,0.3397,1.8414,20,0.0804,"QM (1, 20) = 1.3852, p =0.253","no_significant_positive","0.0804"
"n_predictors_num","Technical information","Use of DFS (1= yes)","",-0.0049,-0.0136,0.0038,-1.177,20,0.253,"QM (1, 20) = 1.3852, p =0.253","no_significant_negative","0.253"
"n_predictors_num","Biophysical","Soil fertility (1= moderate)","intrcpt",-0.226,-0.4584,0.0064,-2.0357,19,0.056,"QM (1, 19) = 4.3438, p =0.0509","no_significant_negative","0.056"
"n_predictors_num","Biophysical","Soil fertility (1= moderate)","",0.0087,0,0.0175,2.0842,19,0.0509,"QM (1, 19) = 4.3438, p =0.0509","no_significant_positive","0.0509"
"n_predictors_num","Financial capital","Receive support for conservation (1= yes)","intrcpt",-0.0592,-0.3003,0.182,-0.5118,20,0.6144,"QM (1, 20) = 0.9482, p =0.3418","no_significant_negative","0.6144"
"n_predictors_num","Financial capital","Receive support for conservation (1= yes)","",0.0078,-0.0089,0.0246,0.9737,20,0.3418,"QM (1, 20) = 0.9482, p =0.3418","no_significant_positive","0.3418"
"n_predictors_num","Socio-demographic","Marital status (1= married)","intrcpt",-0.0166,-0.1599,0.1266,-0.2464,16,0.8085,"QM (1, 16) = 0.1322, p =0.721","no_significant_negative","0.8085"
"n_predictors_num","Socio-demographic","Marital status (1= married)","",0.0011,-0.0051,0.0072,0.3636,16,0.721,"QM (1, 16) = 0.1322, p =0.721","no_significant_positive","0.721"
"n_predictors_num","Financial capital","Non-farm income (continuous)","intrcpt",0.325,-0.1224,0.7724,1.5202,19,0.1449,"QM (1, 19) = 0.7747, p =0.3898","no_significant_positive","0.1449"
"n_predictors_num","Financial capital","Non-farm income (continuous)","",-0.0129,-0.0435,0.0177,-0.8802,19,0.3898,"QM (1, 19) = 0.7747, p =0.3898","no_significant_negative","0.3898"
"m_av_year_assessment","Socio-demographic","Gender (1= male)","intrcpt",4.7096,-4.7188,14.1381,0.9894,116,0.3245,"QM (1, 116) = 0.9769, p =0.325","no_significant_positive","0.3245"
"m_av_year_assessment","Socio-demographic","Gender (1= male)","",-0.0023,-0.007,0.0023,-0.9884,116,0.325,"QM (1, 116) = 0.9769, p =0.325","no_significant_negative","0.325"
"m_av_year_assessment","Socio-demographic","Age (continuous)","intrcpt",-2.1159,-9.8936,5.6617,-0.5377,145,0.5916,"QM (1, 145) = 0.2932, p =0.589","no_significant_negative","0.5916"
"m_av_year_assessment","Socio-demographic","Age (continuous)","",0.0011,-0.0028,0.0049,0.5415,145,0.589,"QM (1, 145) = 0.2932, p =0.589","no_significant_positive","0.589"
"m_av_year_assessment","Financial capital","Access to non-farm income (1= yes)","intrcpt",-14.0417,-26.8496,-1.2338,-2.1971,55,0.0322,"QM (1, 55) = 4.8457, p =0.0319","significant_negative","0.0322*"
"m_av_year_assessment","Financial capital","Access to non-farm income (1= yes)","",0.007,6e-04,0.0134,2.2013,55,0.0319,"QM (1, 55) = 4.8457, p =0.0319","significant_positive","0.0319*"
"m_av_year_assessment","Technical information","Extension frequency (number of contacts)","intrcpt",24.7355,-13.9798,63.4508,1.3423,18,0.1962,"QM (1, 18) = 1.7783, p =0.199","no_significant_positive","0.1962"
"m_av_year_assessment","Technical information","Extension frequency (number of contacts)","",-0.0122,-0.0314,0.007,-1.3335,18,0.199,"QM (1, 18) = 1.7783, p =0.199","no_significant_negative","0.199"
"m_av_year_assessment","Physical capital","Access to irrigation (1= yes)","intrcpt",9.1753,-25.9656,44.3162,0.5641,13,0.5823,"QM (1, 13) = 0.3224, p =0.5798","no_significant_positive","0.5823"
"m_av_year_assessment","Physical capital","Access to irrigation (1= yes)","",-0.0046,-0.0221,0.0129,-0.5678,13,0.5798,"QM (1, 13) = 0.3224, p =0.5798","no_significant_negative","0.5798"
"m_av_year_assessment","Socio-demographic","Household is native (1= yes)","intrcpt",-5.9222,-28.5954,16.7511,-0.5909,9,0.5691,"QM (1, 9) = 0.3505, p =0.5684","no_significant_negative","0.5691"
"m_av_year_assessment","Socio-demographic","Household is native (1= yes)","",0.003,-0.0084,0.0143,0.592,9,0.5684,"QM (1, 9) = 0.3505, p =0.5684","no_significant_positive","0.5684"
"m_av_year_assessment","Physical capital","Land tenure (1= owned)","intrcpt",-15.821,-37.1079,5.466,-1.4901,54,0.142,"QM (1, 54) = 2.2491, p =0.1395","no_significant_negative","0.142"
"m_av_year_assessment","Physical capital","Land tenure (1= owned)","",0.0079,-0.0027,0.0185,1.4997,54,0.1395,"QM (1, 54) = 2.2491, p =0.1395","no_significant_positive","0.1395"
"m_av_year_assessment","Technical information","Farming experience (continuous)","intrcpt",-3.1718,-11.4118,5.0682,-0.7711,56,0.4439,"QM (1, 56) = 0.6155, p =0.436","no_significant_negative","0.4439"
"m_av_year_assessment","Technical information","Farming experience (continuous)","",0.0016,-0.0025,0.0057,0.7845,56,0.436,"QM (1, 56) = 0.6155, p =0.436","no_significant_positive","0.436"
"m_av_year_assessment","Financial capital","Access to credit (1= yes)","intrcpt",3.8934,-16.6274,24.4141,0.3794,61,0.7057,"QM (1, 61) = 0.1432, p =0.7064","no_significant_positive","0.7057"
"m_av_year_assessment","Financial capital","Access to credit (1= yes)","",-0.0019,-0.0121,0.0083,-0.3784,61,0.7064,"QM (1, 61) = 0.1432, p =0.7064","no_significant_negative","0.7064"
"m_av_year_assessment","Technical information","Access to training (1= yes)","intrcpt",-10.9195,-29.0043,7.1653,-1.2389,27,0.2261,"QM (1, 27) = 1.5515, p =0.2236","no_significant_negative","0.2261"
"m_av_year_assessment","Technical information","Access to training (1= yes)","",0.0054,-0.0035,0.0144,1.2456,27,0.2236,"QM (1, 27) = 1.5515, p =0.2236","no_significant_positive","0.2236"
"m_av_year_assessment","Physical capital","Livestock owned (1= yes)","intrcpt",-11.4098,-26.4778,3.6582,-1.5664,23,0.1309,"QM (1, 23) = 2.462, p =0.1303","no_significant_negative","0.1309"
"m_av_year_assessment","Physical capital","Livestock owned (1= yes)","",0.0057,-0.0018,0.0132,1.5691,23,0.1303,"QM (1, 23) = 2.462, p =0.1303","no_significant_positive","0.1303"
"m_av_year_assessment","Physical capital","Plot size (continuous)","intrcpt",-36.5536,-78.0129,4.9058,-1.8454,19,0.0806,"QM (1, 19) = 3.4237, p =0.0799","no_significant_negative","0.0806"
"m_av_year_assessment","Physical capital","Plot size (continuous)","",0.0182,-0.0024,0.0389,1.8503,19,0.0799,"QM (1, 19) = 3.4237, p =0.0799","no_significant_positive","0.0799"
"m_av_year_assessment","Biophysical","Soil fertility (1= high)","intrcpt",-9.2869,-32.2952,13.7213,-0.8516,17,0.4063,"QM (1, 17) = 0.7268, p =0.4058","no_significant_negative","0.4063"
"m_av_year_assessment","Biophysical","Soil fertility (1= high)","",0.0046,-0.0068,0.0161,0.8525,17,0.4058,"QM (1, 17) = 0.7268, p =0.4058","no_significant_positive","0.4058"
"m_av_year_assessment","Social capital","Relatives and friends (number)","intrcpt",17.14,1.1636,33.1163,2.2635,17,0.037,"QM (1, 17) = 5.1144, p =0.0371","significant_positive","0.037*"
"m_av_year_assessment","Social capital","Relatives and friends (number)","",-0.0085,-0.0165,-6e-04,-2.2615,17,0.0371,"QM (1, 17) = 5.1144, p =0.0371","significant_negative","0.0371*"
"m_av_year_assessment","Social capital","Communicate with other farmers (1= yes)","intrcpt",13.4962,-3.9963,30.9886,1.6668,13,0.1194,"QM (1, 13) = 2.752, p =0.1211","no_significant_positive","0.1194"
"m_av_year_assessment","Social capital","Communicate with other farmers (1= yes)","",-0.0067,-0.0154,0.002,-1.6589,13,0.1211,"QM (1, 13) = 2.752, p =0.1211","no_significant_negative","0.1211"
